AGORA ID,Official name,Casual name,Link to document,Collections,Short summary,Long summary,Tags,Applications: Agriculture and resource extraction,"Applications: Arts, sports, leisure, travel, and lifestyle",Applications: Broadcasting and media production,Applications: Business services and analytics,Applications: Construction and field services,Applications: Consumer goods,Applications: Education,Applications: Energy and utilities,Applications: Finance and investment,Applications: Government: benefits and welfare,Applications: Government: judicial and law enforcement,Applications: Government: military and public safety,Applications: Government: other applications/unspecified,Applications: Manufacturing and process automation,"Applications: Medicine, life sciences and public health",Applications: Networking and telecommunications,"Applications: Sales, retail, and customer relations",Applications: Security,Applications: Transportation,Harms: Detrimental content,Harms: Discrimination,Harms: Ecological harm,Harms: Financial loss,Harms: Harm to health/safety,Harms: Harm to infrastructure,Harms: Harm to property,"Harms: Violation of civil or human rights, including privacy",Incentives: Access to business opportunities,Incentives: Civil liability,Incentives: Criminal liability,Incentives: Fines,Incentives: Imprisonment,Incentives: Subsidies,Risk factors: Bias,Risk factors: Interpretability and explainability,Risk factors: Privacy,Risk factors: Reliability,Risk factors: Reliability: Robustness,Risk factors: Safety,Risk factors: Security,Risk factors: Security: Cybersecurity,Risk factors: Security: Dissemination,Risk factors: Transparency,Strategies: Convening,Strategies: Disclosure,Strategies: Disclosure: About evaluation,Strategies: Disclosure: About incidents,Strategies: Disclosure: About inputs,Strategies: Disclosure: Accuracy thereof,Strategies: Disclosure: In deployment,Strategies: Disclosure: In standard form,Strategies: Evaluation,Strategies: Evaluation: Adversarial testing,Strategies: Evaluation: Conformity assessment,Strategies: Evaluation: External auditing,Strategies: Evaluation: Impact assessment,Strategies: Evaluation: Post-market monitoring,Strategies: Governance development,Strategies: Government study or report,Strategies: Government support,Strategies: Government support: AI workforce-related,Strategies: Government support: For R&D,Strategies: Input controls,Strategies: Input controls: Compute circulation,Strategies: Input controls: Compute use,Strategies: Input controls: Data circulation,Strategies: Input controls: Data use,"Strategies: Licensing, registration, and certification",Strategies: New institution,Strategies: Performance requirements,Strategies: Pilots and testbeds,Strategies: Tiering,Strategies: Tiering: Tiering based on domain of application,Strategies: Tiering: Tiering based on generality,Strategies: Tiering: Tiering based on impact,Strategies: Tiering: Tiering based on inputs,Strategies: Tiering: Tiering based on planning ability
27,Artificial Intelligence Training for the Acquisition Workforce Act,AI Training Act,https://www.congress.gov/bill/117th-congress/senate-bill/2551/text?s=6&r=2&q=%7B%22search%22%3A%5B%22%5C%22artificial+intelligence%5C%22+OR+%5C%22machine+learning%5C%22+OR+%5C%22algorithm%5C%22%22%5D%7D,U.S. federal laws,Requires the Director of the Office of Management and Budget to establish an AI training program for the acquisition workforce. ,"Requires the Director of the Office of Management and Budget to establish an artificial intelligence training program for the acquisition workforce to garner knowledge of the capabilities and risks associated with AI.

Requires the program to include information relating to AI risks mitigation and the identification of  reliable, safe, and trustworthy AI.

Requires the program to include information relating to future trends in AI, including trends for homeland and national security and innovation.
           
Requires the Director of the AI program to develop an interactive learning portfolio with technologists, scholars and experts from private, public and non profit sectors.

Requires the Director of the AI program to develop an evaluation system to track participation and improve the program",Strategies: Evaluation;Strategies: Evaluation: Impact assessment;Strategies: Government study or report;Strategies: Government support: For R&D;Strategies: Government support: AI workforce-related;Strategies: New institution;Applications: Education;Applications: Government: other applications/unspecified,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
28,"Countering Human Trafficking Act of 2021, Section 4 (""Specialized Initiatives"")","Countering Human Trafficking Act of 2021, Section 4",https://www.congress.gov/bill/117th-congress/senate-bill/2991/text?s=6&r=3&q=%7B%22search%22%3A%5B%22%5C%22artificial+intelligence%5C%22+OR+%5C%22machine+learning%5C%22+OR+%5C%22algorithm%5C%22%22%5D%7D,U.S. federal laws,Establishes a specialized initiative (under section 4) in conjuction with the Science and Technology Directorate Office of Science and Engineering to modify systems and processes towards countering human trafficking.,"Establishes a department of Homeland security center for countering human trafficking.

Establishes (under section 4), a specialized initiative in conjuction with the Science and Technology Directorate Office of Science and Engineering to modify systems and processes towards countering human trafficking. 

Instructs the CCHT Director, in conjunction with the Science and Technology Directorate Office of Science and Engineering to apply analytics to automate manual processes.

Instructs the CCHT Director, in conjunction with the Science and Technology Directorate Office of Science and Engineering to provide artificial intelligence and machine learning techniques towards increasing system capabilities and enhancing data availability,  reliability, comparability, and verifiability.",Strategies: Government study or report;Strategies: Governance development;Applications: Security,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34,"Flood Level Observation, Operations, and Decision Support Act, Section 14 (""National Weather Service hydrologic research fellowship program"")","FLOODS Act, Section 14 (""National Weather Service hydrologic research fellowship program"")",https://www.congress.gov/bill/117th-congress/senate-bill/558/text?s=6&r=6&q=%7B%22search%22%3A%5B%22%5C%22artificial+intelligence%5C%22+OR+%5C%22machine+learning%5C%22+OR+%5C%22algorithm%5C%22%22%5D%7D,U.S. federal laws,"Outlines the criteria and expectations for a Fellow in the Hydrologic Research Fellowship Program with NOAA, including the application of AI and machine learning capabilities as a potential research priority.","Outlines the criteria and expectations for a Fellow in the Hydrologic Research Fellowship Program with NOAA.

Explains that activities Fellows may engage in include applying AI and machine-learning capabilities to advance existing hydrologic modeling capabilities. ",Strategies: Government support;Strategies: Government support: For R&D;Strategies: Government support: AI workforce-related,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
52,"Intelligence Authorization Act for Fiscal Year 2022, Section 834 (""Plan for Artificial Intelligence Digital Ecosystem"")","Intelligence Authorization Act for Fiscal Year 2022, Section 834 (""Plan for Artificial Intelligence Digital Ecosystem"")",https://www.congress.gov/bill/117th-congress/house-bill/2471/text?s=1&r=8&q=%7B%22search%22%3A%5B%22%5C%22artificial+intelligence%5C%22+OR+%5C%22machine+learning%5C%22+OR+%5C%22algorithm%5C%22%22%5D%7D,U.S. federal laws,Instructs the Director of National Intelligence to develop a plan with other heads of the intelligence community regarding the development of a modern digital ecosystem for artificial intelligence; details the minimum requirements of the plan.,"Instructs the Director of National Intelligence to develop a plan with other heads of the intelligence community for a modern digital ecosystem that enables the development and progress of artificial intelligence applications and present it to Congress within one year of the enactment of the Act.

Requires that the plan include policies to allow flexible access to classified facilities to select companies, establishes a system to allow for investments into the ecosystem that would address technical issues including but not limited to common interfaces, authentication, and software, and includes policies to prevent duplication of AI capabilities within the intelligence community.

Requires that the plan establish a governance structure to standardize implementation throughout the intelligence community and adheres to community and federal standards. ",Risk factors: Transparency;Strategies: Government study or report;Applications: Government: military and public safety,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
54,"Health Extenders, Improving Access to Medicare, Medicaid, and CHIP, and Strengthening Public Health Act of 2022, Section 1432 (""Research on the Health and Development Effects of Media and Related Technology on Infants, Children, and Adolescents"")","Health Extenders, Improving Access to Medicare, Medicaid, and CHIP, and Strengthening Public Health Act of 2022, Section 1432 (""Research on the Health and Development Effects of Media and Related Technology on Minors"")",https://www.congress.gov/bill/117th-congress/house-bill/2617/text?s=1&r=10&q=%7B%22search%22%3A%5B%22%5C%22artificial+intelligence%5C%22+OR+%5C%22machine+learning%5C%22+OR+%5C%22algorithm%5C%22%22%5D%7D,U.S. federal laws,"Directs the Secretary of Health and Human Services to investigate the health and developmental effects of media and technology use, including artificial intelligence, on infants, children, and adolescents.","Directs the Secretary of Health and Human Services to produce a report about the effects of media and technology use on the cognitive development, physical health, and mental health of infants, children, and adolescents.

Authorizes the Secretary to provide financial support to research agendas and programs on the same issues.

Instructs the Secretary to submit the aforementioned report, including grants and research funded under this act, to Congress no later than two years after the passage of this legislation.","Risk factors: Safety;Harms: Harm to health/safety;Strategies: Evaluation;Strategies: Evaluation: Impact assessment;Strategies: Government study or report;Strategies: Government support;Strategies: Government support: For R&D;Applications: Medicine, life sciences and public health;Applications: Consumer goods;Applications: Broadcasting and media production;Applications: Government: other applications/unspecified",False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,"Consolidated Appropriations Act, 2023, Section 101 (""Manufacturing.gov Hub"")","Consolidated Appropriations Act, 2023, Section 101 (""Manufacturing.gov Hub"")",https://www.congress.gov/bill/117th-congress/house-bill/2617/text?s=1&r=10&q=%7B%22search%22%3A%5B%22%5C%22artificial+intelligence%5C%22+OR+%5C%22machine+learning%5C%22+OR+%5C%22algorithm%5C%22%22%5D%7D,U.S. federal laws,Instructs the Secretary of Commerce to use machine learning within the establishment of the manufacturing.gov hub. ,"Instructs the Secretary of Commerce in coordination with the Information Officer of the Department of Commerce to modify the manufacturing.gov website to include a section called the manufacturing.gov hub. 

Instructs the Secretary of Commerce to use machine learning in this hub to identify frequently asked questions and disseminate the answers to these questions to the public. ",Applications: Manufacturing and process automation;Applications: Government: other applications/unspecified,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56,"Infrastructure Investment and Jobs Act, Section 40210 (""Critical Minerals Mining and Recycling Research"")","Infrastructure Investment and Jobs Act, Section 40210 (""Critical Minerals Mining and Recycling Research"")",https://www.congress.gov/bill/117th-congress/house-bill/3684/text?s=1&r=12&q=%7B%22search%22%3A%5B%22%5C%22artificial+intelligence%5C%22+OR+%5C%22machine+learning%5C%22+OR+%5C%22algorithm%5C%22%22%5D%7D,U.S. federal laws,"Authorizes the use of funds for the advancement and development of artficial intelligence and machine learning.

","Authorizes the use of funds towards examining the application of artificial intelligence for geological exploration of critical minerals, including what size and diversity of data sets would be require

Authorizes the use of funds towards examining the application of machine learning for detection and sorting of critical minerals, including what size and diversity of data sets would be required.

Authorizes the advancement and development of reserach in AI and machine learning.

Addresses government support for AI-related research and development activities.





",Strategies: Government study or report;Strategies: Government support;Strategies: Government support: For R&D;Strategies: Governance development;Applications: Security;Applications: Education;Applications: Government: military and public safety;Applications: Government: benefits and welfare,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57,"Infrastructure Investment and Jobs Act, Section 40433 (""Digital Climate Solutions Report"")","Infrastructure Investment and Jobs Act, Section 40433 (""Digital Climate Solutions Report"")",https://www.congress.gov/bill/117th-congress/house-bill/3684/text?s=1&r=12&q=%7B%22search%22%3A%5B%22%5C%22artificial+intelligence%5C%22+OR+%5C%22machine+learning%5C%22+OR+%5C%22algorithm%5C%22%22%5D%7D,U.S. federal laws,Directs the Secretary of Energy to produce a report that assesses the usage of digital climate tools.,"Defines digital climate solutions as those that use artificial intelligence, blockchain technologies, and the Internet of Things. 

Directs the Secretary of Energy to create a report that contains a full inventory of digital climate solutions, an analysis of how the private sector can use the digital climate solutions, and a summary of opportunities to enhance the standardization of regulatory climate protocols.",Strategies: Evaluation;Strategies: Evaluation: Impact assessment;Strategies: Government study or report;Applications: Energy and utilities,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
58,"Infrastructure Investment and Jobs Act, Title V, Subtitle C, Part II (""Smart Manufacturing"")","Infrastructure Investment and Jobs Act, Title V, Subtitle C, Part II (""Smart Manufacturing"")",https://www.congress.gov/bill/117th-congress/house-bill/3684/text?s=1&r=12&q=%7B%22search%22%3A%5B%22%5C%22artificial+intelligence%5C%22+OR+%5C%22machine+learning%5C%22+OR+%5C%22algorithm%5C%22%22%5D%7D,U.S. federal laws,Facilitates access to high-performance computing resources at the National Laboratories for small and medium manufacturers; provides funding for the establishment of programs that accelerate the implementation of smart manufacturing technologies.,"Defines ""smart manufacturing"" as advanced technologies in artificial intelligence, computation, and modeling that streamline manufacturing production lines.

Directs the Secretary of Energy the conduct a study on how to increase access to the computing facilities of the National Laboratories for small and medium manufacturers.

Instructs the Secretary to make the National Laboratories' high-performance computing resources available to small and medium manufacturers to increase their manufacturing competitiveness.

Authorizes the Secretary to distribute financial assistance to programs that support the  implementation of smart manufacturing technologies, based on technical merit and research record.

Requires the Secretary to submit an annual report to Congress about the status of smart manufacturing in the United States.",Strategies: Government study or report;Strategies: Government support;Strategies: Government support: For R&D;Applications: Manufacturing and process automation,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
60,Identifying Outputs of Generative Adversarial Networks Act,IOGAN Act,https://www.congress.gov/bill/116th-congress/senate-bill/2904/text,U.S. federal laws,"Directs the Director of the National Science Foundation to support research on outputs generated by generative adversarial networks, such as deepfakes, and other comparable techniques.","Directs the Director of the National Science Foundation to support research on manipulated or synthesized content and information authenticity.

Directs the Director of the National Institute of Standards and Technology to support research for the development of measurements and standards on generative adversarial networks and other technologies that synthesize or manipulate content.

Requires the Directors to submit a report within a year to Congress of research findings and policy recommendations.","Risk factors: Safety;Risk factors: Security;Harms: Violation of civil or human rights, including privacy;Harms: Detrimental content;Strategies: Government support;Strategies: Government support: For R&D;Strategies: Convening;Applications: Government: military and public safety",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
61,AI in Government Act of 2020,AI in Government Act of 2020,https://www.congress.gov/bill/116th-congress/house-bill/133/text,U.S. federal laws,Creates the AI Centre for Excellence( AI CoE) and establishes a Director to manage the affairs of the CoE. Stipulates the functions of the CoE program and establishes collaboration with other departments within the government. Mitigates biases stemming from the use of AI.,"Defines Artificial Intelligence

Creates a program called ‘‘AI Center of Excellence’’, (CoE) which shall facilitate the adoption of AI technologies in the Federal Government and improve cohesion in the adoption of artificial intelligence.

Stipulates certain functions of this program which includes; 
a.  Collaborating with individual agencies, federal laboratories, nonprofit organizations, institutions and other entities to discuss recent developments in AI.

b. Assisting agencies in applying Federal policies on the management and use of data in the use of AI.

c. Consulting with agencies, including the Department of Defense, the Department of Commerce, the Department of Energy, the Department of Homeland Security, the Office of Management and Budget, the Office of the Director of National Intelligence, and the National Science Foundation, on issues relating to AI.

Identifies the skills needed for future job positions within the CoE and establishes jobs within the CoE and their duration (2 and 5 years).

Instructs the Director of the CoE to submit a comprehensive plan to the Committee on Homeland Security and Governmental Affairs and the Committee on Oversight and Reform with a timeline to achieve paragraphs a,b,c,d within 120 days of the date of the enactment of the instrument.

Instructs the Director of the AI CoE to recommend approaches to remove barriers for use by agencies of AI technologies in order to promote their innovative application while protecting civil rights, and economic and national security; identify best practices for assessing and mitigating any discriminatory impact or bias on the basis of any classification protected under Federal nondiscrimination laws, or any unintended consequence of the use of AI.","Risk factors: Bias;Risk factors: Privacy;Harms: Violation of civil or human rights, including privacy;Harms: Discrimination;Strategies: Government study or report;Strategies: Government support;Strategies: Government support: For R&D;Strategies: Government support: AI workforce-related;Strategies: Convening;Strategies: Governance development;Strategies: New institution;Applications: Government: military and public safety",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
63,"Consolidated Appropriations Act, 2021, Division W, Title V, Section 502 (""Seedling investment in next-generation microelectronics in support of artificial intelligence"")","Consolidated Appropriations Act, 2021, Division W, Title V, Section 502 (""Seedling investment in next-generation microelectronics in support of artificial intelligence"")",https://www.congress.gov/bill/116th-congress/house-bill/133/text,U.S. federal laws,Instructs the Director of National Intelligence to award contracts or grants to encourage microelectronic research; details the purpose of such research ,"Lists the findings of Congress which detail importance of the development of AI technology 
Instructs the Director of National Intelligence to award contracts or grants to encourage microelectronics research
Specifies that the funds awarded be used towards advanced engineering and applied research to enable the advancement of AI and machine learning, research to overcome existing challenges with engineering and applied research of microelectronics, and long-term advancements in computing technology 
Limits the amount able to be awarded to no more than $15,000,000",Strategies: Government support;Strategies: Government support: For R&D;Applications: Government: military and public safety,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
64,"Consolidated Appropriations Act, 2021, Division W, Title V, Section 604 (""Assessment of critical technology trends relating to artificial intelligence, microchips, and semiconductors and related supply chains"")","Consolidated Appropriations Act, 2021, Division W, Title V, Section 604 (""Assessment of critical technology trends relating to artificial intelligence, microchips, and semiconductors and related supply chains"")",https://www.congress.gov/bill/116th-congress/house-bill/133/text,U.S. federal laws,"Directs the Director of National Intelligence to compile a report on critical technology trends related to artificial intelligence, microchips, semiconductors, and related supply chains.","Directs the Director of National Intelligence to assess export controls and other technology transfer measures by partner countries on artificial intelligence enabled technologies critical to US supply chains.

Mandates the Director to identify opportunities for cooperation with partner countries to address technology transfer threats.

Instructs the Director to investigate the effect of computing power trends on global artificial intelligence development and implementation and deliver the report no later than 180 days after the enactment of this piece of legislation.",Strategies: Evaluation;Strategies: Evaluation: Impact assessment;Strategies: Government study or report;Applications: Manufacturing and process automation;Applications: Government: military and public safety,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
65,"Energy Act of 2020, Title III, Section 3002(g) (""Advanced Geothermal Computing and Data Science Research and Development"")","Energy Act of 2020, Title III, Section 3002(g) (""Advanced Geothermal Computing and Data Science Research and Development"")",https://www.congress.gov/bill/116th-congress/house-bill/133/text,U.S. federal laws,"Amends the Energy Independence and Security Act of 2007, instructing the Secretary of Energy to carry out a program of research and development of advanced computing and data science tools for geothermal energy.","Amends the Energy Independence and Security Act of 2007, instructing the Secretary of Energy to carry out a research and development program of advanced computing and data science tools for geothermal energy. Supports the use of artificial intelligence and related computing tools to assist in locating geothermal resources, to increase site characterization reliability, to increase drilling rate and efficiency, to improve induced seismicity mitigation, and to support enhanced geothermal systems technologies.

Instructs the Secretary of Energy to, in carrying out these programs, ensure consultation with DOE's Office of Science and maximize coordination with DOE National Laboratories, institutes of higher education, and the private sector.",Risk factors: Reliability;Strategies: Government support;Strategies: Government support: For R&D;Strategies: Convening;Applications: Agriculture and resource extraction,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
66,"Energy Act of 2020, Title VI, Section 6006 (""Development of National Smart Manufacturing Plan"")","Energy Act of 2020, Title VI, Section 6006 (""Development of National Smart Manufacturing Plan"")",https://www.congress.gov/bill/116th-congress/house-bill/133/text,U.S. federal laws,"Instructs the Secretary of Energy to develop a national plan for the development and deployment of ""smart manufacturing"" technologies, including relevant AI technologies, and outlines the requirements of the plan. ","Instructs the Secretary of Energy to develop a national plan for the development and deployment of ""smart manufacturing"" technologies, including relevant AI technologies. Defines representative functions of ""smart manufacturing"" technology including manufacturing simulation, energy efficiency modeling, digital prototyping, and networking.

Requires that the plan includes an assessment of previous actions of the Department, an establishment of performance standards, actions to increase cybersecurity, and a consideration of the impact on manufacturing jobs.

Requires that the plan be submitted within 3 years and revised every two years after initial submission.",Risk factors: Security;Risk factors: Security: Cybersecurity;Harms: Financial loss;Strategies: Evaluation;Strategies: Evaluation: Impact assessment;Strategies: Government study or report;Applications: Manufacturing and process automation;Applications: Energy and utilities;Applications: Networking and telecommunications,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
67,"Energy Act of 2020, Title VIII, Section 8002 (""Smart grid modeling, visualization, architecture, and controls"")","Energy Act of 2020, Title VIII, Section 8002 (""Smart grid modeling, visualization, architecture, and controls"")",https://www.congress.gov/bill/116th-congress/house-bill/133/text,U.S. federal laws,"Directs the Secretary of Energy to establish a R&D program focused on electric grid architecture, modeling, visualization, and compatibility with new and emerging technologies.","Directs the Secretary of Energy to support the development of new and emerging technologies to increase the resilience of electrical grid design, planning, and operation.

Mandates the Secretary to bolster the usage of computational tools and technologies in improving the sensing, monitoring, and visualization of the electric grid; models must be able to predict the effects of adverse physical and cyber events on the electric grid.

Instructs the Secretary to research the potential deployment of new and emerging technologies, including artificial intelligence, with existing electrical grid infrastructure.",Harms: Harm to infrastructure;Strategies: Evaluation;Strategies: Government study or report;Strategies: Governance development;Applications: Energy and utilities,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
68,"Energy Act of 2020, Title IX, Section 9008 (""Veterans' health initiative"")","Energy Act of 2020, Title IX, Section 9008 (""Veterans' health initiative"")",https://www.congress.gov/bill/116th-congress/house-bill/133/text,U.S. federal laws,Directs the Secretary of Energy to advance artificial intelligence and high-performance computing research in order to improve health outcomes for veterans.,"Directs the Secretary of Energy to establish a research program in AI and high-performance computing, focused on developing tools to improve veteran healthcare provisions.

Instructs the Secretary to dedicate $27,000,000 for the construction of new data enclaves, development of new analytical methods, and use of algorithms suitable for large biomedical data sets.

Mandates the Secretary to submit a report two years after the passage of this legislation summarizing the progress of the research program.

Authorizes $15,000,000 for each of the fiscal years from 2021 to 2025 to coordinate and further the above research with other Federal agencies, institutions of higher education, nonprofit research organizations, and industry.","Risk factors: Privacy;Risk factors: Security;Risk factors: Security: Cybersecurity;Risk factors: Security: Dissemination;Harms: Violation of civil or human rights, including privacy;Strategies: Government study or report;Strategies: Government support;Strategies: Government support: For R&D;Strategies: Convening;Strategies: Performance requirements;Applications: Medicine, life sciences and public health;Applications: Government: benefits and welfare;Applications: Government: other applications/unspecified",False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
69,American Competitiveness Of a More Productive Emerging Tech Economy Act,American COMPETE Act,https://www.congress.gov/bill/116th-congress/house-bill/133/text,U.S. federal laws,"Directs the Secretary of Commerce and the Federal Trade Commission to complete studies on the AI industry and supply chain, assess risks of exploitation and online harms, and provide recommendations on AI adoption.","Directs the Secretary of Commerce and the Federal Trade Commission to conduct a study on the state of the AI industry and its impact on the US economy.

Directs the Secretary and the Commission to conduct a survey of the AI market and supply chain, identify risks of exploitation by third parties, and provide recommendations to reduce bias, and protect privacy and security in AI applications.

Requires the Commission to conduct a study on how AI can be used to address online harms, including harmful content, disinformation, and crime.","Risk factors: Bias;Risk factors: Privacy;Risk factors: Safety;Risk factors: Security;Harms: Harm to health/safety;Harms: Financial loss;Harms: Harm to property;Harms: Harm to infrastructure;Harms: Violation of civil or human rights, including privacy;Harms: Detrimental content;Harms: Discrimination;Strategies: Evaluation;Strategies: Evaluation: Impact assessment;Strategies: Government study or report;Strategies: Governance development;Applications: Government: military and public safety;Applications: Government: other applications/unspecified",False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
70,Information Technology Modernization Centers of Excellence Program Act,Information Technology Modernization Centers of Excellence Program Act,https://www.congress.gov/bill/116th-congress/house-bill/5901/text?s=1&r=17&q=%7B%22search%22%3A%5B%22%5C%22artificial+intelligence%5C%22+OR+%5C%22machine+learning%5C%22+OR+%5C%22algorithm%5C%22%22%5D%7D,U.S. federal laws,"Establishes a program to facilitate the adoption of modern technology in Artificial Intelligence, cloud computing and cybersecurity by executive agencies.","Instructs the administrator of general services to establish the Information Technology Modernization Centers of Excellence Program.

Requires this program to assist executive agencies with planning and adoption of technology in Artificial Intelligence, cybersecurity and cloud computing.

Promotes modernization of information technology and consumer interactions with executive agencies.

Requires the program to improve cooperation of Information Technology sectors between executive agencies and the commercial sector.",Risk factors: Security;Risk factors: Security: Cybersecurity;Strategies: Government study or report;Strategies: Government support;Strategies: New institution,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
